name,site,subtypes,category,type,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
Hajoca Corporation - BRSC,http://www.hajoca.com/,"Corporate office, Business center",Corporate office,Corporate office,+1 225-292-9915,,landline,30.3935361,-91.0605015,"6232 Siegen Ln, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,2.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJAcR-e9OkJoYR-5ws1LJCbuw&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",4.0,,False,"https://www.google.com/maps/place/Hajoca+Corporation+-+BRSC/@30.3935361,-91.0605015,14z/data=!4m8!1m2!2m1!1sHajoca+Corporation+-+BRSC!3m4!1s0x8626a4d37b7ec401:0xec6e42b2d42c9cfb!8m2!3d30.3935361!4d-91.0605015",ChIJAcR-e9OkJoYR-5ws1LJCbuw,Lsmead@hajoca.Com,RECEIVING,http://facebook.com/hajocacorporation,,,,,hajocacorporationbrsc
Re-Bath,https://www.rebath.com/location/batonrouge/?utm_source=google,Bathroom remodeler,Bathroom remodeler,Bathroom remodeler,+1 225-406-7509,T-Mobile USA Inc.,mobile,30.3776477,-91.0479187,"11571 Merchant Dr, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,5.0,409.0,"https://search.google.com/local/reviews?placeid=ChIJS3Wy_K6lJoYREjvYnEKAms8&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",57.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""10AM-2PM""}",True,"https://www.google.com/maps/place/Re-Bath/@30.377647699999997,-91.0479187,14z/data=!4m8!1m2!2m1!1sRe-Bath!3m4!1s0x8626a5aefcb2754b:0xcf9a80429cd83b12!8m2!3d30.377647699999997!4d-91.0479187",ChIJS3Wy_K6lJoYREjvYnEKAms8,CFLATEN@REBATH.COM,INVALID,https://www.facebook.com/officialrebath,https://www.instagram.com/officialrebath,https://lh6.googleusercontent.com/-qjx6Wqd8poU/AAAAAAAAAAI/AAAAAAAAAAA/XRZjlFFqzVo/s256/photo.jpg,#aa1c42,#fcfafa,rebath
S & D Land and Wastewater Services,,Contractor,Contractor,Contractor,+1 225-337-0626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.3762844,-91.0912796,"10761 Perkins Rd d, Baton Rouge, LA 70810",Baton Rouge,Louisiana,False,,,,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/S+%26+D+Land+and+Wastewater+Services/@30.3762844,-91.0912796,14z/data=!4m8!1m2!2m1!1sS+%26+D+Land+and+Wastewater+Services!3m4!1s0x8626a512fa672e93:0x1126aee4b810811d!8m2!3d30.3762844!4d-91.0912796",ChIJky5n-hKlJoYRHYEQuOSuJhE,,,,,https://lh3.googleusercontent.com/-79Bc0Yl8tbI/AAAAAAAAAAI/AAAAAAAAAAA/wEJyjwNakr8/s256/photo.jpg,#93a286,#182110,sdlandandwastewaterservices
Gallo Mechanical,http://gallomechanical.com/,Sunroom contractor,Sunroom contractor,Sunroom contractor,+1 504-944-6739,,landline,30.3876718,-91.050186,"11711 Sun Belt Ct, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,3.7,3.0,"https://search.google.com/local/reviews?placeid=ChIJ0QVnvXq0JoYR1nR7AGI98M4&q=plumber,+70836,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Gallo+Mechanical/@30.3876718,-91.050186,14z/data=!4m8!1m2!2m1!1sGallo+Mechanical!3m4!1s0x8626b47abd6705d1:0xcef03d62007b74d6!8m2!3d30.3876718!4d-91.050186",ChIJ0QVnvXq0JoYR1nR7AGI98M4,,,,,,,,gallomechanical
Free-Flow Sewer and Drain LLC,,"Plumber, Service establishment, Drainage service",Drainage service,Plumber,+1 225-337-1698,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.9373736,-91.40087,,Weyanoke,LA,True,,,,2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Free-Flow+Sewer+and+Drain+LLC/@30.937373599999997,-91.40087,14z/data=!4m8!1m2!2m1!1sFree-Flow+Sewer+and+Drain+LLC!3m4!1s0x8626942e275a188f:0xaafa882674b9ab47!8m2!3d30.937373599999997!4d-91.40087",ChIJjxhaJy6UJoYRR6u5dCaI-qo,freeflowseweranddrain@gmail.com,RECEIVING,https://www.facebook.com/Freeflowseweranddrain/,,https://lh5.googleusercontent.com/-WJ4zBXTOnrs/AAAAAAAAAAI/AAAAAAAAAAA/3-gXpesBCPM/s256/photo.jpg,#aa826a,#442b2e,freeflowseweranddrainllc
J's Plumbing,,"Plumber, Service establishment",Plumber,Plumber,+1 225-910-7715,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.531241,-90.9794175,,Central,LA,True,,,,,,True,"https://www.google.com/maps/place/J%27s+Plumbing/@30.531240999999998,-90.9794175,14z/data=!4m8!1m2!2m1!1sJ%27s+Plumbing!3m4!1s0x8626950f712fbceb:0x3dba2de035fe4a8f!8m2!3d30.531240999999998!4d-90.9794175",ChIJ67wvcQ-VJoYRj0r-NeAtuj0,,,,,https://lh3.googleusercontent.com/-YAyXj_a55gI/AAAAAAAAAAI/AAAAAAAAAAA/GupAiV-r0Vw/s256/photo.jpg,#4374e0,#9fc2fe,jsplumbing
Rhino Electric Services LLC,http://www.rhinoelectric.net/,Electrician,Electrician,Electrician,+1 225-324-3851,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.5377854,-91.0725042,"10225 Moss Lea Dr, Baton Rouge, LA 70818",Baton Rouge,Louisiana,False,5.0,367.0,"https://search.google.com/local/reviews?placeid=ChIJuZzE3WSZJoYRW4YYBzLv68M&q=plumber,+70837,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",76.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Rhino+Electric+Services+LLC/@30.537785399999997,-91.0725042,14z/data=!4m8!1m2!2m1!1sRhino+Electric+Services+LLC!3m4!1s0x86269964ddc49cb9:0xc3ebef320718865b!8m2!3d30.537785399999997!4d-91.0725042",ChIJuZzE3WSZJoYRW4YYBzLv68M,jennifer.parker@rhinoelectric.com,RECEIVING,,,https://lh4.googleusercontent.com/-R1zmtc8ssyE/AAAAAAAAAAI/AAAAAAAAAAA/A9seLGjCBxo/s256/photo.jpg,#fbfbfb,#373737,rhinoelectricservicesllc
Coburn's of Baton Rouge Choctaw,http://www.coburns.com/,"Wholesaler, Air conditioning contractor, Hardware store, Heating equipment supplier, Pipe supplier, Plumbing supply store",Wholesaler,Wholesaler,+1 225-275-7232,"BELLSOUTH TELECOMM, INC DBA SO",fixed line,30.4722102,-91.0537582,"11662 S Choctaw Dr, Baton Rouge, LA 70815",Baton Rouge,Louisiana,False,4.8,18.0,"https://search.google.com/local/reviews?placeid=ChIJwQfPqda8JoYR6Yovn8rwdb4&q=plumber,+70837,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Coburn%27s+of+Baton+Rouge+Choctaw/@30.4722102,-91.05375819999999,14z/data=!4m8!1m2!2m1!1sCoburn%27s+of+Baton+Rouge+Choctaw!3m4!1s0x8626bcd6a9cf07c1:0xbe75f0ca9f2f8ae9!8m2!3d30.4722102!4d-91.05375819999999",ChIJwQfPqda8JoYR6Yovn8rwdb4,,,https://www.facebook.com/coburnsupply,,https://lh6.googleusercontent.com/-Q7AbHH4hVcs/AAAAAAAAAAI/AAAAAAAAAAA/nOevF1h-z8Y/s256/photo.jpg,#fcfcfc,#414a74,coburnsofbatonrougechoctaw
Empire Plumbing Contractors,,Plumber,Plumber,Plumber,+1 225-270-5061,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.6479098,-91.1118169,"4584 Little Farms Dr, Zachary, LA 70791",Zachary,Louisiana,False,4.7,13.0,"https://search.google.com/local/reviews?placeid=ChIJbfl6OFq7JoYROQoRRmnNPaE&q=plumber,+70837,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-3:30PM"", ""Tuesday"": ""7AM-3:30PM"", ""Wednesday"": ""7AM-3:30PM"", ""Thursday"": ""7AM-3:30PM"", ""Friday"": ""7AM-3:30PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Empire+Plumbing+Contractors/@30.647909799999997,-91.1118169,14z/data=!4m8!1m2!2m1!1sEmpire+Plumbing+Contractors!3m4!1s0x8626bb5a387af96d:0xa13dcd6946110a39!8m2!3d30.647909799999997!4d-91.1118169",ChIJbfl6OFq7JoYROQoRRmnNPaE,,,,,,,,empireplumbingcontractors
HAC General Services LLC - Handyman | Baton Rouge,http://www.hacgeneralservices.com/,"Handyman/Handywoman/Handyperson, Service establishment",Handyman/Handywoman/Handyperson,Handyman/Handywoman/Handyperson,+1 225-503-0532,,landline,30.372509,-91.0875105,,Baton Rouge,LA,True,5.0,15.0,"https://search.google.com/local/reviews?placeid=ChIJT9wsxayWOGAR0SkpPgDCZ94&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",78.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM""}",True,"https://www.google.com/maps/place/HAC+General+Services+LLC+-+Handyman+%7C+Baton+Rouge/@30.372508999999997,-91.0875105,14z/data=!4m8!1m2!2m1!1sHAC+General+Services+LLC+-+Handyman+%7C+Baton+Rouge!3m4!1s0x603896acc52cdc4f:0xde67c2003e2929d1!8m2!3d30.372508999999997!4d-91.0875105",ChIJT9wsxayWOGAR0SkpPgDCZ94,,,,,https://lh4.googleusercontent.com/-e6lqWZv5vg4/AAAAAAAAAAI/AAAAAAAAAAA/DXV9ekrhNCA/s256/photo.jpg,#b9b19f,#0c1d1e,hacgeneralservicesllchandymanbatonrouge
Dave-Co Plumbing,,Plumber,Plumber,Plumber,+1 225-654-9080,"BELLSOUTH TELECOMM, INC DBA SO",fixed line,30.6482196,-91.1510649,"5037 Main St, Zachary, LA 70791",Zachary,Louisiana,False,5.0,7.0,"https://search.google.com/local/reviews?placeid=ChIJYxxP2kKcJoYR_O5KirUiB2k&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",False,"https://www.google.com/maps/place/Dave-Co+Plumbing/@30.648219599999997,-91.1510649,14z/data=!4m8!1m2!2m1!1sDave-Co+Plumbing!3m4!1s0x86269c42da4f1c63:0x690722b58a4aeefc!8m2!3d30.648219599999997!4d-91.1510649",ChIJYxxP2kKcJoYR_O5KirUiB2k,,,,,,,,davecoplumbing
Phillips Electric,,Electrician,Electrician,Electrician,+1 225-275-0984,,landline,30.4952663,-91.0557182,"11537 Greenwell Springs Rd, Baton Rouge, LA 70814",Baton Rouge,Louisiana,False,5.0,9.0,"https://search.google.com/local/reviews?placeid=ChIJW17sezS9JoYRt1_rWeRkqSw&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,,True,"https://www.google.com/maps/place/Phillips+Electric/@30.495266299999997,-91.0557182,14z/data=!4m8!1m2!2m1!1sPhillips+Electric!3m4!1s0x8626bd347bec5e5b:0x2ca964e459eb5fb7!8m2!3d30.495266299999997!4d-91.0557182",ChIJW17sezS9JoYRt1_rWeRkqSw,,,,,https://lh3.googleusercontent.com/-kvnTr3bJ0cA/AAAAAAAAAAI/AAAAAAAAAAA/imgTx7qidOA/s256/photo.jpg,#4374e0,#9fc2fe,phillipselectric
M.G.L Construction LLC,https://m-g-l-construction-llc.ueniweb.com/?utm_campaign=gmb,"Plumber, Bathroom remodeler, Dry wall contractor, Electrician, Flooring contractor, Kitchen remodeler, Landscaper, Painter, Contractor, Remodeler",Contractor,Plumber,+1 225-610-7813,,landline,30.4404095,-91.0718812,"1449 Broadmoor Ct, Baton Rouge, LA 70815",Baton Rouge,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJizBRwOmjJoYR2gtVtO_uc3c&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",7.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/M.G.L+Construction+LLC/@30.440409499999998,-91.07188119999999,14z/data=!4m8!1m2!2m1!1sM.G.L+Construction+LLC!3m4!1s0x8626a3e9c051308b:0x7773eeefb4550bda!8m2!3d30.440409499999998!4d-91.07188119999999",ChIJizBRwOmjJoYR2gtVtO_uc3c,mglconstruction89@yahoo.com,RECEIVING,,,https://lh3.googleusercontent.com/-bJ5qgvDT4Z8/AAAAAAAAAAI/AAAAAAAAAAA/N7fL0rUoT50/s256/photo.jpg,#38aeab,#040505,mglconstructionllc
DeveleCo,,"Plumber, Air conditioning repair service, Electrician, Service establishment, HVAC contractor, Lawn care service, General contractor, Remodeler",General contractor,Plumber,+1 225-800-2536,"BANDWIDTH.COM CLEC, LLC - LA",fixed line,30.4418786,-91.1899585,,Baton Rouge,LA,True,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJg8rLfCOfJoYR3BiTfvuUeQM&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",13.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""7AM-1PM""}",True,"https://www.google.com/maps/place/DeveleCo/@30.4418786,-91.18995849999999,14z/data=!4m8!1m2!2m1!1sDeveleCo!3m4!1s0x86269f237ccbca83:0x37994fb7e9318dc!8m2!3d30.4418786!4d-91.18995849999999",ChIJg8rLfCOfJoYR3BiTfvuUeQM,,,,,https://lh3.googleusercontent.com/-hGHfVbbMmuE/AAAAAAAAAAI/AAAAAAAAAAA/7qYusnMaoII/s256/photo.jpg,#4374e0,#9fc2fe,develeco
Rebel Electric LLC,,Electrician,Electrician,Electrician,+1 225-261-6400,,landline,30.5096525,-91.0804377,"6464 Joor Rd, Baton Rouge, LA 70811",Baton Rouge,Louisiana,False,5.0,8.0,"https://search.google.com/local/reviews?placeid=ChIJ4_IF3ZaiJoYRlNBTrOv6kxA&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",False,"https://www.google.com/maps/place/Rebel+Electric+LLC/@30.509652499999998,-91.08043769999999,14z/data=!4m8!1m2!2m1!1sRebel+Electric+LLC!3m4!1s0x8626a296dd05f2e3:0x1093faebac53d094!8m2!3d30.509652499999998!4d-91.08043769999999",ChIJ4_IF3ZaiJoYRlNBTrOv6kxA,shop@rebelelectricllc.com,RECEIVING,https://www.facebook.com/RebelElectricLLC/,,,,,rebelelectricllc
Fowlkes Plumbing LLC,https://fowlkesplumbing.com/,Plumber,Plumber,Plumber,+1 225-286-1818,,landline,30.6645623,-91.1746936,"6017 Woodbend, Zachary, LA 70791",Zachary,Louisiana,False,5.0,3.0,"https://search.google.com/local/reviews?placeid=ChIJawZ5StadJoYRhdchXwz5C4o&q=plumber,+70874,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Fowlkes+Plumbing+LLC/@30.6645623,-91.1746936,14z/data=!4m8!1m2!2m1!1sFowlkes+Plumbing+LLC!3m4!1s0x86269dd64a79066b:0x8a0bf90c5f21d785!8m2!3d30.6645623!4d-91.1746936",ChIJawZ5StadJoYRhdchXwz5C4o,fowlkesplumbing1@gmail.com,RECEIVING,https://facebook.com/people/,,https://lh5.googleusercontent.com/-XOuHp2tmcf8/AAAAAAAAAAI/AAAAAAAAAAA/SY3ehHxNsWQ/s256/photo.jpg,#4374e0,#9fc2fe,fowlkesplumbingllc
Pack HVAC Services,http://www.packhvacservices.com/,HVAC contractor,HVAC contractor,HVAC contractor,+1 225-303-2084,,mobile,30.4944521,-91.0872615,"9150 N Ridgewood Dr, Baton Rouge, LA 70814",Baton Rouge,Louisiana,False,4.9,148.0,"https://search.google.com/local/reviews?placeid=ChIJPy9PhG_HJoYRbXzVj6tF2oI&q=plumber,+70895,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",7816.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Pack+HVAC+Services/@30.4944521,-91.0872615,14z/data=!4m8!1m2!2m1!1sPack+HVAC+Services!3m4!1s0x8626c76f844f2f3f:0x82da45ab8fd57c6d!8m2!3d30.4944521!4d-91.0872615",ChIJPy9PhG_HJoYRbXzVj6tF2oI,packhvacservices@gmail.com,RECEIVING,https://www.facebook.com/packhvacservices/,,https://lh6.googleusercontent.com/-gL7Zh2qS2mU/AAAAAAAAAAI/AAAAAAAAAAA/OBT2w3fTPhE/s256/photo.jpg,#fdfdfd,#5a5968,packhvacservices
EZ Baths - Bath Planet,https://www.ezbaths.com/,"Bathroom remodeler, Contractor, Remodeler",Bathroom remodeler,Bathroom remodeler,+1 225-240-4848,,landline,30.4719328,-91.044451,"12504 S Choctaw Dr, Baton Rouge, LA 70815",Baton Rouge,Louisiana,False,4.8,532.0,"https://search.google.com/local/reviews?placeid=ChIJnZFxAlG7JoYR8CmrXIIg9c8&q=plumber,+70895,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",157.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-3PM""}",True,"https://www.google.com/maps/place/EZ+Baths+-+Bath+Planet/@30.471932799999998,-91.044451,14z/data=!4m8!1m2!2m1!1sEZ+Baths+-+Bath+Planet!3m4!1s0x8626bb510271919d:0xcff520825cab29f0!8m2!3d30.471932799999998!4d-91.044451",ChIJnZFxAlG7JoYR8CmrXIIg9c8,smith@ezbaths.com,RECEIVING,https://www.facebook.com/EzBaths,,https://lh6.googleusercontent.com/-zo6iFiH8GKI/AAAAAAAAAAI/AAAAAAAAAAA/-v_511M6iNY/s256/photo.jpg,#4374e0,#9fc2fe,ezbathsbathplanet
Jackson Supply Co,https://www.jacksonsupplycompany.com/,Air conditioning contractor,Air conditioning contractor,Air conditioning contractor,+1 225-922-9091,,landline,30.4751747,-91.0768264,"9911 Mammoth Ave, Baton Rouge, LA 70814",Baton Rouge,Louisiana,False,4.5,34.0,"https://search.google.com/local/reviews?placeid=ChIJATfgSSCjJoYRLNReBzhHkjk&q=plumber,+70895,+Baton+Rouge,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Jackson+Supply+Co/@30.4751747,-91.0768264,14z/data=!4m8!1m2!2m1!1sJackson+Supply+Co!3m4!1s0x8626a32049e03701:0x39924738075ed42c!8m2!3d30.4751747!4d-91.0768264",ChIJATfgSSCjJoYRLNReBzhHkjk,rollstoned@yahoo.com,RECEIVING,https://www.facebook.com/281566685380501,,,,,jacksonsupplyco
Workman & Son's Plumbing,https://workmanandsonsplumbing.com/,Plumber,Plumber,Plumber,+1 606-325-9531,,landline,38.449653,-82.6584171,"3555 Workman Rd, Ashland, KY 41102",Ashland,Kentucky,False,4.8,349.0,"https://search.google.com/local/reviews?placeid=ChIJnyPdmk7YRYgR7lFgQ4DzKbk&q=plumber,+71002,+Ashland,+LA,+US&authuser=0&hl=en&gl=US",121.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Workman+%26+Son%27s+Plumbing/@38.449653,-82.6584171,14z/data=!4m8!1m2!2m1!1sWorkman+%26+Son%27s+Plumbing!3m4!1s0x8845d84e9add239f:0xb929f380436051ee!8m2!3d38.449653!4d-82.6584171",ChIJnyPdmk7YRYgR7lFgQ4DzKbk,jw@wpah.net,INVALID,https://www.facebook.com/WorkmanAndSonsPlumbing/,,https://lh3.googleusercontent.com/-59s2_jZt2hI/AAAAAAAAAAI/AAAAAAAAAAA/wuJE7jT6hB4/s256/photo.jpg,#19203b,#dad9e1,workmansonsplumbing
The Parish Plumber LLC,https://theparishplumber.com/,"Plumber, Service establishment",Plumber,Plumber,+1 318-990-9858,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,32.6076225,-93.6615916,,Bossier City,LA,True,5.0,24.0,"https://search.google.com/local/reviews?placeid=ChIJ0f56tTVZpUcRoerJ4t1ZVCg&q=plumber,+71002,+Ashland,+LA,+US&authuser=0&hl=en&gl=US",17.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/The+Parish+Plumber+LLC/@32.6076225,-93.6615916,14z/data=!4m8!1m2!2m1!1sThe+Parish+Plumber+LLC!3m4!1s0x47a55935b57afed1:0x285459dde2c9eaa1!8m2!3d32.6076225!4d-93.6615916",ChIJ0f56tTVZpUcRoerJ4t1ZVCg,theparishplumber318@gmail.com,RECEIVING,,,https://lh5.googleusercontent.com/-3PVg_RDZuDQ/AAAAAAAAAAI/AAAAAAAAAAA/54iyqfvc6RI/s256/photo.jpg,#8f3a47,#e0effa,theparishplumberllc
Ashland Plumbing Sewer & Drain Cleaning Service,https://ashlandplumbingservices.com/,"Plumber, Service establishment, General contractor",Plumber,Plumber,+1 606-325-0052,,landline,38.4016475,-82.7206495,,Ashland,KY,True,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJ59UIKCHLTK4RFoW7C77NyY0&q=plumber,+71002,+Ashland,+LA,+US&authuser=0&hl=en&gl=US",5.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Ashland+Plumbing+Sewer+%26+Drain+Cleaning+Service/@38.401647499999996,-82.7206495,14z/data=!4m8!1m2!2m1!1sAshland+Plumbing+Sewer+%26+Drain+Cleaning+Service!3m4!1s0xae4ccb212808d5e7:0x8dc9cdbe0bbb8516!8m2!3d38.401647499999996!4d-82.7206495",ChIJ59UIKCHLTK4RFoW7C77NyY0,ashlandplumbingservices@yahoo.com,RECEIVING,https://facebook.com/p/,,https://lh6.googleusercontent.com/-fs_nOh10W7c/AAAAAAAAAAI/AAAAAAAAAAA/WVzddhBAf-Q/s256/photo.jpg,#fefcfc,#d14546,ashlandplumbingsewerdraincleaningservice
Hamm's Plumbing,,"Plumber, Service establishment",Plumber,Plumber,+1 304-654-5084,"NEW CINGULAR WIRELESS PCS, LLC - DC",mobile,38.4108496,-82.3452135,,Huntington,WV,True,5.0,10.0,"https://search.google.com/local/reviews?placeid=ChIJPRAAk3vMX4gR3J-Xft8TEAc&q=plumber,+71002,+Ashland,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Hamm%27s+Plumbing/@38.4108496,-82.3452135,14z/data=!4m8!1m2!2m1!1sHamm%27s+Plumbing!3m4!1s0x885fcc7b9300103d:0x71013df7e979fdc!8m2!3d38.4108496!4d-82.3452135",ChIJPRAAk3vMX4gR3J-Xft8TEAc,,,,,https://lh4.googleusercontent.com/-esf1TR6WwmQ/AAAAAAAAAAI/AAAAAAAAAAA/QKptduyCWMU/s256/photo.jpg,#4374e0,#9fc2fe,hammsplumbing
